label,maturity,coupon,bid_quote,ask_quote,clean_price,accrued_interest,dirty_price,wsj_asked_yield,street_yield_pct,modified_duration,years_to_maturity,n_cash_flows,in_fit,model_clean_price,price_error,model_yield_pct,yield_error_bp
1.250% 2026-11-30,2026-11-30,1.25,99.126,99.136,99.4296875,0.3415300546,99.77121755,3.793,3.773505105,0.2225764887,0.2273972603,1,False,99.42168805,-0.007999450774,3.80916609,3.566098499
1.625% 2026-11-30,2026-11-30,1.625,99.156,99.166,99.5234375,0.443989071,99.96742657,3.747,3.727682608,0.2226265507,0.2273972603,1,False,99.50512323,-0.01831427194,3.80916609,8.148348265
4.250% 2026-11-30,2026-11-30,4.25,100.022,100.032,100.1015625,1.161202186,101.2627647,3.774,3.754732646,0.2225969953,0.2273972603,1,False,100.0891695,-0.01239302013,3.80916609,5.443344376
4.375% 2026-12-15,2026-12-15,4.375,100.044,100.054,100.171875,1.016051913,101.1879269,3.705,3.689273616,0.2629098313,0.2684931507,1,True,100.1321357,-0.03973931298,3.837452505,14.81788892
1.250% 2026-12-31,2026-12-31,1.25,99.052,99.062,99.1953125,0.2377717391,99.43308424,3.884,3.869524664,0.3039028116,0.3123287671,1,True,99.18971901,-0.005593490347,3.8879025,1.837783566
1.750% 2026-12-31,2026-12-31,1.75,99.102,99.112,99.3515625,0.3328804348,99.68444293,3.869,3.855367639,0.3039239165,0.3123287671,1,True,99.34163514,-0.009927364263,3.8879025,3.253486079
4.250% 2026-12-31,2026-12-31,4.25,100.024,100.034,100.109375,0.808423913,100.9177989,3.876,3.861489119,0.3039147904,0.3123287671,1,True,100.1012158,-0.008159233844,3.8879025,2.641338076
4.000% 2027-01-15,2027-01-15,4,100.01,100.02,100.0625,0.597826087,100.6603261,3.807,3.796635253,0.3440130185,0.3534246575,1,True,100.0213825,-0.04111748154,3.914761269,11.81260158
1.500% 2027-01-31,2027-01-31,1.5,99.004,99.014,99.046875,0.1589673913,99.20584239,3.959,3.950337422,0.386389887,0.397260274,1,True,99.04985121,0.002976210525,3.94260526,-0.7732162849
4.125% 2027-01-31,2027-01-31,4.125,100.01,100.02,100.0625,0.4371603261,100.4996603,3.955,3.946659419,0.3863968552,0.397260274,1,True,100.0640809,0.00158085058,3.94260526,-0.405415942
2.250% 2027-02-15,2027-02-15,2.25,99.082,99.092,99.2890625,0.1467391304,99.43580163,3.912,3.907200612,0.4264514518,0.4383561644,1,True,99.26323278,-0.0258297214,3.967976787,6.077617475
4.125% 2027-02-15,2027-02-15,4.125,100.012,100.022,100.0703125,0.2690217391,100.3393342,3.955,3.949877962,0.4263622151,0.4383561644,1,True,100.0625507,-0.007761848861,3.967976787,1.809882523
6.625% 2027-02-15,2027-02-15,6.625,101.03,101.04,101.125,0.4320652174,101.5570652,3.981,3.975597356,0.4263084549,0.4383561644,1,True,101.1283078,0.003307814523,3.967976787,-0.7620569479
1.125% 2027-02-28,2027-02-28,1.125,98.202,98.212,98.6640625,0.02486187845,98.68892438,3.974,3.972512557,0.4685930928,0.4739726027,1,True,98.68635291,0.02229040839,3.924364181,-4.814837586
1.875% 2027-02-28,2027-02-28,1.875,99.002,99.012,99.0390625,0.04143646409,99.08049896,3.923,3.921808906,0.468709605,0.4739726027,1,True,99.03787484,-0.001187664678,3.924364181,0.2555275245
4.125% 2027-02-28,2027-02-28,4.125,100.016,100.026,100.0859375,0.09116022099,100.1770977,3.94,3.938202556,0.4686719276,0.4739726027,1,True,100.0924406,0.006503116119,3.924364181,-1.383837502
4.250% 2027-03-15,2027-03-15,4.25,100.042,100.052,100.1640625,2.044157609,102.2082201,3.926,3.926086559,0.4988415042,0.5150684932,2,True,100.1524772,-0.0115852784,3.948811741,2.272518174
0.625% 2027-03-31,2027-03-31,0.625,98.042,98.052,98.1640625,0.274931694,98.43899419,3.971,3.971250958,0.5476514528,0.5589041096,2,True,98.15281675,-0.01124575344,3.992113356,2.086239798
2.500% 2027-03-31,2027-03-31,2.5,99.052,99.062,99.1953125,1.099726776,100.2950393,3.964,3.96449231,0.5431262634,0.5589041096,2,True,99.18042069,-0.01489181297,3.991834229,2.734191888
3.875% 2027-03-31,2027-03-31,3.875,99.294,99.304,99.953125,1.704576503,101.6577015,3.957,3.956776942,0.539920454,0.5589041096,2,True,99.93399691,-0.01912808995,3.99163315,3.485620792
4.500% 2027-04-15,2027-04-15,4.5,100.082,100.092,100.2890625,1.795081967,102.0841445,4.002,4.002375725,0.5785389845,0.6,2,True,100.2835207,-0.00554181357,4.011759616,0.9383890856
0.500% 2027-04-30,2027-04-30,0.5,97.24,97.25,97.78125,0.1779891304,97.95923913,4.024,4.023704883,0.6300767833,0.6410958904,2,True,97.78349354,0.002243541615,4.020070033,-0.3634849213
2.750% 2027-04-30,2027-04-30,2.75,99.044,99.054,99.171875,0.9789402174,100.1508152,4.061,4.061255912,0.6245151477,0.6410958904,2,True,99.1979941,0.02611909503,4.019505657,-4.175025515
3.750% 2027-04-30,2027-04-30,3.75,99.254,99.264,99.828125,1.334918478,101.1630435,4.017,4.016934215,0.6223085878,0.6410958904,2,True,99.82666101,-0.001463992336,4.019259717,0.232550231
2.375% 2027-05-15,2027-05-15,2.375,98.262,98.272,98.8515625,0.7486413043,99.6002038,4.089,4.088562521,0.6652657888,0.6821917808,2,True,98.8834461,0.03188360128,4.040457454,-4.810506656
4.500% 2027-05-15,2027-05-15,4.5,100.074,100.084,100.265625,1.418478261,101.6841033,4.095,4.09472951,0.6602830859,0.6821917808,2,True,100.3024847,0.0368596694,4.03984748,-5.488203025
0.500% 2027-05-31,2027-05-31,0.5,97.14,97.15,97.46875,0.1366120219,97.60536202,4.069,4.069027959,0.7110407118,0.7260273973,2,True,97.46761361,-0.001136392964,4.070665396,0.1637437249
2.625% 2027-05-31,2027-05-31,2.625,98.302,98.312,98.9765625,0.7172131148,99.69377561,4.064,4.063727555,0.7059099516,0.7260273973,2,True,98.97224477,-0.004317729588,4.069863113,0.6135558246
3.875% 2027-05-31,2027-05-31,3.875,99.262,99.272,99.8515625,1.058743169,100.9103057,4.078,4.077520545,0.7029322206,0.7260273973,2,True,99.85732193,0.005759425339,4.069401423,-0.8119121404
4.625% 2027-06-15,2027-06-15,4.625,100.114,100.124,100.390625,1.074112022,101.464737,4.095,4.095194777,0.7413079997,0.7671232877,2,True,100.3971943,0.006569292185,4.086461419,-0.8733358169
0.500% 2027-06-30,2027-06-30,0.5,97.034,97.044,97.140625,0.09510869565,97.2357337,4.126,4.125888003,0.7921711863,0.8082191781,2,True,97.16086223,0.02023723132,4.099619642,-2.62683612
3.250% 2027-06-30,2027-06-30,3.25,99.092,99.102,99.3203125,0.6182065217,99.93851902,4.107,4.107035774,0.7856214799,0.8082191781,2,True,99.32694757,0.006635067123,4.098585408,-0.8450366924
3.750% 2027-06-30,2027-06-30,3.75,99.212,99.222,99.6953125,0.7133152174,100.4086277,4.131,4.130733295,0.7843632979,0.8082191781,2,True,99.72078126,0.02546876454,4.098401507,-3.233178816
4.375% 2027-07-15,2027-07-15,4.375,100.05,100.06,100.1875,0.6538722826,100.8413723,4.143,4.142698965,0.8228087748,0.8493150685,2,True,100.2099877,0.02248765094,4.11560149,-2.709747511
0.375% 2027-07-31,2027-07-31,0.375,96.214,96.224,96.703125,0.03974184783,96.74286685,4.17,4.169787772,0.8748290486,0.8931506849,2,True,96.73255482,0.02942981814,4.135022761,-3.476501044
2.750% 2027-07-31,2027-07-31,2.75,98.232,98.242,98.7578125,0.2914402174,99.04925272,4.177,4.177275253,0.8690417662,0.8931506849,2,True,98.79502312,0.03721061954,4.134058994,-4.321625896
3.875% 2027-07-31,2027-07-31,3.875,99.226,99.236,99.7421875,0.4106657609,100.1528533,4.168,4.167939924,0.8664484465,0.8931506849,2,True,99.77198179,0.02979428863,4.133613744,-3.432618034
2.250% 2027-08-15,2027-08-15,2.25,98.072,98.082,98.2578125,0.1467391304,98.40455163,4.168,4.168185528,0.9101986391,0.9342465753,2,True,98.2738417,0.01602919521,4.150291593,-1.789393414
3.750% 2027-08-15,2027-08-15,3.75,99.186,99.196,99.6171875,0.2445652174,99.86175272,4.169,4.169394841,0.9066604352,0.9342465753,2,True,99.63503637,0.01784886591,4.149683926,-1.971091565
6.375% 2027-08-15,2027-08-15,6.375,101.296,101.306,101.9609375,0.4157608696,102.3766984,4.21,4.209572314,0.9005400871,0.9342465753,2,True,102.017127,0.05618953963,4.148651413,-6.092090094
0.500% 2027-08-31,2027-08-31,0.5,96.144,96.154,96.484375,0.01104972376,96.49542472,4.207,4.207094085,0.9565100358,0.9780821918,2,True,96.51964782,0.03527281671,4.168888765,-3.82053201
3.125% 2027-08-31,2027-08-31,3.125,98.304,98.314,98.984375,0.06906077348,99.05343577,4.195,4.195159353,0.9502363796,0.9780821918,2,True,99.01056764,0.02619263901,4.167337194,-2.782215883
3.625% 2027-08-31,2027-08-31,3.625,99.136,99.146,99.4609375,0.08011049724,99.541048,4.193,4.19254434,0.9490797255,0.9780821918,2,True,99.48502856,0.02409105754,4.167048399,-2.549594133
3.375% 2027-09-15,2027-09-15,3.375,99.054,99.064,99.203125,1.62330163,100.8264266,4.181,4.181274041,0.973750121,1.019178082,3,True,99.2041373,0.001012300236,4.18024298,-0.1031060422
0.375% 2027-09-30,2027-09-30,0.375,96.012,96.022,96.0703125,0.1649590164,96.23527152,4.204,4.203693076,1.035450487,1.060273973,3,True,96.07897318,0.008660684539,4.195002275,-0.8690800521
3.500% 2027-09-30,2027-09-30,3.5,99.076,99.086,99.2734375,1.539617486,100.813055,4.206,4.206057928,1.013010483,1.060273973,3,True,99.28686558,0.01342807643,4.192910535,-1.31473923
4.125% 2027-09-30,2027-09-30,4.125,99.284,99.294,99.921875,1.81454918,101.7364242,4.199,4.198904605,1.00880424,1.060273973,3,True,99.92844405,0.006569054809,4.192504334,-0.6400271099
3.875% 2027-10-15,2027-10-15,3.875,99.186,99.196,99.6171875,1.545765027,101.1629525,4.231,4.231413625,1.050458784,1.101369863,3,True,99.64506771,0.02788020878,4.205183124,-2.623050107
0.500% 2027-10-31,2027-10-31,0.5,95.26,95.27,95.84375,0.1779891304,96.02173913,4.26,4.260332341,1.116386121,1.145205479,3,True,95.88303698,0.03928698369,4.223693925,-3.663841593
3.500% 2027-10-31,2027-10-31,3.5,99.044,99.054,99.171875,1.245923913,100.4177989,4.246,4.245834164,1.094973322,1.145205479,3,True,99.19899339,0.02711838533,4.221175829,-2.465833562
4.125% 2027-10-31,2027-10-31,4.125,99.264,99.274,99.859375,1.468410326,101.3277853,4.248,4.248205776,1.090716396,1.145205479,3,True,99.88981764,0.03044263567,4.220666909,-2.753886716
2.250% 2027-11-15,2027-11-15,2.25,97.212,97.222,97.6953125,0.7092391304,98.40455163,4.263,4.263013783,1.143511503,1.18630137,3,True,97.72723042,0.03191792177,4.234655653,-2.835813042
4.125% 2027-11-15,2027-11-15,4.125,99.26,99.27,99.84375,1.300271739,101.1440217,4.257,4.257203697,1.13057757,1.18630137,3,True,99.87139422,0.02764421848,4.233033643,-2.417005359
6.125% 2027-11-15,2027-11-15,6.125,102.026,102.036,102.1171875,1.930706522,104.047894,4.267,4.26688327,1.117440454,1.18630137,3,True,102.1585023,0.04131476832,4.231359309,-3.552396069
0.625% 2027-11-30,2027-11-30,0.625,95.212,95.222,95.6953125,0.1707650273,95.86607753,4.263,4.2630657,1.196463553,1.22739726,3,True,95.7173629,0.02205040039,4.243844454,-1.922124606
3.375% 2027-11-30,2027-11-30,3.375,98.29,98.3,98.9375,0.9221311475,99.85963115,4.269,4.269445267,1.176724664,1.22739726,3,True,98.97048039,0.03298038896,4.241385218,-2.806004857
3.875% 2027-11-30,2027-11-30,3.875,99.16,99.17,99.53125,1.058743169,100.5899932,4.267,4.266961837,1.173325806,1.22739726,3,True,99.5619563,0.03070629597,4.240950718,-2.601111927
4.000% 2027-12-15,2027-12-15,4,99.2,99.21,99.65625,0.9289617486,100.5852117,4.277,4.277145431,1.212544834,1.268493151,3,True,99.68730692,0.03105691861,4.25168702,-2.545841078
0.625% 2027-12-31,2027-12-31,0.625,95.112,95.122,95.3828125,0.1188858696,95.50169837,4.287,4.287071914,1.277586748,1.312328767,3,True,95.40171032,0.01889782342,4.271585503,-1.548641043
3.375% 2027-12-31,2027-12-31,3.375,98.26,98.27,98.84375,0.6419836957,99.4857337,4.289,4.288892259,1.257872869,1.312328767,3,True,98.86873472,0.02498472491,4.268930418,-1.996184135
3.875% 2027-12-31,2027-12-31,3.875,99.14,99.15,99.46875,0.7370923913,100.2058424,4.293,4.292603448,1.254435412,1.312328767,3,True,99.4991028,0.03035279791,4.268461904,-2.414154353
4.250% 2028-01-15,2028-01-15,4.25,99.284,99.294,99.921875,0.6351902174,100.5570652,4.307,4.306518119,1.291720322,1.353424658,3,True,99.95795349,0.03607848533,4.278749219,-2.776890051
0.750% 2028-01-31,2028-01-31,0.75,95.064,95.074,95.234375,0.07948369565,95.3138587,4.308,4.308490346,1.358983438,1.397260274,3,True,95.25432288,0.01994787709,4.293092338,-1.539800822
3.500% 2028-01-31,2028-01-31,3.5,98.284,98.294,98.921875,0.370923913,99.29279891,4.303,4.302787374,1.339391459,1.397260274,3,True,98.93837581,0.01650080926,4.290381417,-1.240595761
2.750% 2028-02-15,2028-02-15,2.75,97.264,97.274,97.859375,0.1793478261,98.03872283,4.303,4.303269531,1.384486755,1.438356164,3,True,97.86251083,0.003135829992,4.300959294,-0.2310237346
4.250% 2028-02-15,2028-02-15,4.25,99.284,99.294,99.921875,0.277173913,100.1990489,4.305,4.304874622,1.374195247,1.438356164,3,True,99.92925658,0.007381577883,4.299513999,-0.5360623033
1.125% 2028-02-29,2028-02-29,1.125,95.146,95.156,95.4921875,0.02486187845,95.51704938,4.306,4.30575023,1.438340209,1.476712329,3,True,95.50498176,0.01279426364,4.296438429,-0.9311801262
3.375% 2028-02-29,2028-02-29,3.375,98.212,98.222,98.6953125,0.07458563536,98.76989814,4.295,4.295022336,1.422417433,1.476712329,3,True,98.69653446,0.001221957979,4.294152573,-0.08697630681
4.000% 2028-02-29,2028-02-29,4,99.164,99.174,99.546875,0.08839779006,99.63527279,4.319,4.319152949,1.417984798,1.476712329,3,True,99.58307687,0.03620187307,4.293535296,-2.561765365
3.875% 2028-03-15,2028-03-15,3.875,99.104,99.114,99.359375,1.863790761,101.2231658,4.315,4.314716442,1.431565244,1.517808219,4,True,99.37780808,0.01843308405,4.301997449,-1.271899264
1.250% 2028-03-31,2028-03-31,1.25,95.116,95.126,95.3984375,0.549863388,95.94830089,4.332,4.33163564,1.508226361,1.561643836,4,True,95.41368965,0.01525214942,4.321097082,-1.053855819
3.625% 2028-03-31,2028-03-31,3.625,98.292,98.302,98.9453125,1.594603825,100.5399163,4.33,4.33003606,1.474989644,1.561643836,4,True,98.96254509,0.01723258537,4.318416962,-1.161909781
3.875% 2028-03-31,2028-03-31,3.875,99.092,99.102,99.3203125,1.704576503,101.024889,4.329,4.328765897,1.47167541,1.561643836,4,True,99.33610882,0.01579631547,4.318142358,-1.062353844
3.750% 2028-04-15,2028-04-15,3.75,99.022,99.032,99.1015625,1.495901639,100.5974641,4.335,4.33477218,1.51340083,1.602739726,4,True,99.11479801,0.01323551038,4.326079351,-0.8692829317
1.250% 2028-04-30,2028-04-30,1.25,95.03,95.04,95.125,0.4449728261,95.56997283,4.354,4.353949803,1.590181551,1.643835616,4,True,95.15904816,0.03404816273,4.331551056,-2.23987461
3.500% 2028-04-30,2028-04-30,3.5,98.204,98.214,98.671875,1.245923913,99.91779891,4.343,4.34331487,1.558689319,1.643835616,4,True,98.69445844,0.02258344155,4.328816402,-1.449846781
3.750% 2028-04-30,2028-04-30,3.75,99.007,99.017,99.05859375,1.334918478,100.3935122,4.347,4.346889938,1.555319619,1.643835616,4,True,99.08728181,0.02868805586,4.328520632,-1.836930595
2.875% 2028-05-15,2028-05-15,2.875,97.19,97.2,97.625,0.90625,98.53125,4.35,4.349989687,1.607021709,1.684931507,4,True,97.6446331,0.01963309552,4.337592139,-1.239754886
3.750% 2028-05-15,2028-05-15,3.75,99.006,99.016,99.0546875,1.182065217,100.2367527,4.335,4.334968469,1.595313495,1.684931507,4,True,99.0522043,-0.00248319897,4.336521376,0.1552907708
1.250% 2028-05-31,2028-05-31,1.25,94.272,94.282,94.8828125,0.3415300546,95.22434255,4.357,4.357459503,1.671143167,1.728767123,4,True,94.89204067,0.009228168901,4.351660858,-0.5798645111
3.625% 2028-05-31,2028-05-31,3.625,98.246,98.256,98.8046875,0.9904371585,99.79512466,4.348,4.348092954,1.637969364,1.728767123,4,True,98.80394481,-0.0007426907236,4.348547308,0.04543547085
4.000% 2028-05-31,2028-05-31,4,99.126,99.136,99.4296875,1.092896175,100.5225837,4.343,4.343152124,1.633037096,1.728767123,4,True,99.42161388,-0.008073615928,4.348070611,0.4918486315
3.875% 2028-06-15,2028-06-15,3.875,99.05,99.06,99.1875,0.899931694,100.0874317,4.354,4.354439846,1.67470059,1.769863014,4,True,99.18656361,-0.0009363892274,4.354998499,0.05586532881
1.250% 2028-06-30,2028-06-30,1.25,94.192,94.202,94.6328125,0.2377717391,94.87058424,4.366,4.365664186,1.752307795,1.810958904,4,True,94.63792067,0.00510817072,4.362591569,-0.307261678
4.000% 2028-06-30,2028-06-30,4,99.11,99.12,99.375,0.7608695652,100.1358696,4.36,4.359949251,1.714128156,1.810958904,4,True,99.37659974,0.001599737271,4.359017261,-0.09319898195
4.125% 2028-06-30,2028-06-30,4.125,99.176,99.186,99.5859375,0.7846467391,100.3705842,4.362,4.362383777,1.712463604,1.810958904,4,True,99.59199424,0.006056740296,4.358860117,-0.3523660168
3.875% 2028-07-15,2028-07-15,3.875,99.03,99.04,99.125,0.5791440217,99.70414402,4.37,4.369863517,1.755578689,1.852054795,4,True,99.13162124,0.006621241782,4.366080945,-0.37825721
1.000% 2028-07-31,2028-07-31,1,93.286,93.296,93.9296875,0.1059782609,94.03566576,4.374,4.373974473,1.838357885,1.895890411,4,True,93.9245385,-0.005149002666,4.376953096,0.2978623189
4.125% 2028-07-31,2028-07-31,4.125,99.172,99.182,99.5703125,0.4371603261,100.0074728,4.362,4.361767435,1.794910347,1.895890411,4,True,99.55040387,-0.01990862897,4.372859745,1.109231039
4.250% 2028-07-31,2028-07-31,4.25,99.242,99.252,99.7890625,0.4504076087,100.2394701,4.365,4.365122327,1.793243897,1.895890411,4,True,99.77543849,-0.01362401402,4.372702256,0.757992885
2.875% 2028-08-15,2028-08-15,2.875,97.074,97.084,97.265625,0.1875,97.453125,4.363,4.363160036,1.851574534,1.936986301,4,True,97.23368742,-0.03193757545,4.380863405,1.770336894
3.625% 2028-08-15,2028-08-15,3.625,98.19,98.2,98.625,0.2364130435,98.86141304,4.373,4.372688974,1.841314419,1.936986301,4,True,98.61187518,-0.01312482261,4.379899645,0.7210670507
5.500% 2028-08-15,2028-08-15,5.5,101.316,102.006,102.0234375,0.3586956522,102.3821332,4.396,4.395788239,1.816905156,1.936986301,4,True,102.0573446,0.03390705949,4.377564367,-1.822387178
1.125% 2028-08-31,2028-08-31,1.125,93.276,93.286,93.8984375,0.02486187845,93.92329938,4.379,4.378877455,1.918546495,1.980821918,4,True,93.87771329,-0.020724208,4.390379966,1.150251114
4.125% 2028-08-31,2028-08-31,4.125,99.163,99.173,99.54296875,0.09116022099,99.63412897,4.368,4.368207111,1.876935645,1.980821918,4,True,99.5096032,-0.03336554692,4.386052818,1.784570652
4.375% 2028-08-31,2028-08-31,4.375,99.312,100.002,100.0078125,0.09668508287,100.1044976,4.37,4.370303096,1.87365303,1.980821918,4,True,99.97892736,-0.02888513766,4.38570633,1.540323401
3.375% 2028-09-15,2028-09-15,3.375,98.014,98.024,98.078125,1.62330163,99.70142663,4.38,4.379616765,1.894764706,2.021917808,5,True,98.05453532,-0.02358968253,4.392105881,1.248911627
1.250% 2028-09-30,2028-09-30,1.25,93.276,93.286,93.8984375,0.549863388,94.44830089,4.379,4.379297007,1.98435757,2.063013699,5,True,93.85923149,-0.03920600507,4.400221356,2.092434839
4.625% 2028-09-30,2028-09-30,4.625,100.136,100.146,100.4609375,2.034494536,102.495432,4.387,4.387183963,1.908126128,2.063013699,5,True,100.445055,-0.01588251406,4.395305744,0.8121781554
3.500% 2028-10-15,2028-10-15,3.5,98.062,98.072,98.2265625,1.396174863,99.62273736,4.391,4.391271265,1.97220266,2.104109589,5,True,98.20600773,-0.02055476745,4.401734352,1.046308673
1.375% 2028-10-31,2028-10-31,1.375,93.276,93.286,93.8984375,0.4894701087,94.38790761,4.387,4.387108776,2.063337899,2.147945205,5,True,93.85072114,-0.04771635678,4.41161733,2.450855406
4.875% 2028-10-31,2028-10-31,4.875,100.304,100.314,100.984375,1.735394022,102.719769,4.386,4.38625344,1.985080822,2.147945205,5,True,100.9438705,-0.04050453795,4.406122694,1.986925369
3.125% 2028-11-15,2028-11-15,3.125,97.112,97.122,97.3828125,0.9850543478,98.36786685,4.392,4.392493022,2.062376609,2.189041096,5,True,97.33964687,-0.04316562674,4.413776231,2.128320907
3.500% 2028-11-15,2028-11-15,3.5,98.04,98.05,98.15625,1.10326087,99.25951087,4.392,4.392118595,2.054084824,2.189041096,5,True,98.11331495,-0.04293505018,4.413182573,2.106397803
5.250% 2028-11-15,2028-11-15,5.25,101.232,101.242,101.7578125,1.654891304,103.4127038,4.394,4.394164319,2.017236674,2.189041096,5,True,101.723766,-0.03404652626,4.410488589,1.632427039
1.500% 2028-11-30,2028-11-30,1.5,93.282,93.292,93.9140625,0.4098360656,94.32389857,4.398,4.398040909,2.141162986,2.230136986,5,True,93.87211666,-0.04194583635,4.418815725,2.077481598
4.375% 2028-11-30,2028-11-30,4.375,99.292,99.302,99.9453125,1.195355191,101.1406677,4.398,4.398240371,2.076314972,2.230136986,5,True,99.91169441,-0.03361808568,4.414252368,1.601199655
3.500% 2028-12-15,2028-12-15,3.5,98.014,98.024,98.078125,0.8128415301,98.89096653,4.397,4.39749698,2.135216245,2.271232877,5,True,98.03098834,-0.04713665551,4.419827055,2.233007476
1.375% 2028-12-31,2028-12-31,1.375,93.122,93.132,93.4140625,0.261548913,93.67561141,4.404,4.404255816,2.225345484,2.315068493,5,True,93.35854012,-0.05552237505,4.430899999,2.664418229
3.750% 2028-12-31,2028-12-31,3.75,98.174,98.184,98.578125,0.7133152174,99.29144022,4.402,4.401946342,2.170833781,2.315068493,5,True,98.52415475,-0.05397025411,4.426993811,2.504746926
3.500% 2029-01-15,2029-01-15,3.5,97.302,97.312,97.9765625,0.5230978261,98.49966033,4.414,4.41391395,2.216021946,2.356164384,5,True,97.93771239,-0.0388501112,4.431716823,1.780287269
1.750% 2029-01-31,2029-01-31,1.75,93.312,94.002,94.0078125,0.1854619565,94.19327446,4.414,4.414355603,2.298607901,2.4,5,True,93.95440776,-0.05340474001,4.43902996,2.467435632
4.000% 2029-01-31,2029-01-31,4,99.012,99.022,99.0703125,0.4239130435,99.49422554,4.412,4.411852539,2.247752463,2.4,5,True,99.01771399,-0.05259851313,4.43537972,2.352718127
2.625% 2029-02-15,2029-02-15,2.625,95.28,95.29,95.90625,0.1711956522,96.07744565,4.416,4.416142106,2.318012245,2.44109589,5,True,95.84956086,-0.05668914103,4.441605722,2.54636157
3.500% 2029-02-15,2029-02-15,3.5,97.276,97.286,97.8984375,0.2282608696,98.12669837,4.419,4.418952603,2.29837956,2.44109589,5,True,97.85052574,-0.04791176462,4.44020286,2.125025735
5.250% 2029-02-15,2029-02-15,5.25,102.034,102.044,102.140625,0.3423913043,102.4830163,4.313,4.313022005,2.262893188,2.44109589,5,True,101.8524555,-0.2881695118,4.437500751,12.44787456
1.875% 2029-02-28,2029-02-28,1.875,94.024,94.034,94.109375,0.04143646409,94.15081146,4.41,4.410436876,2.377746897,2.476712329,5,True,94.06081867,-0.04855633448,4.432133521,2.169664528
4.250% 2029-02-28,2029-02-28,4.25,99.192,99.202,99.6328125,0.09392265193,99.72673515,4.408,4.407629891,2.324553233,2.476712329,5,True,99.58458509,-0.04822741012,4.428439919,2.081002773
3.500% 2029-03-15,2029-03-15,3.5,97.264,97.274,97.859375,1.683423913,99.54279891,4.407,4.406845699,2.339456408,2.517808219,6,True,97.79890288,-0.06047211813,4.432823059,2.597735983
2.375% 2029-03-31,2029-03-31,2.375,95.016,95.026,95.0859375,1.044740437,96.13067794,4.426,4.425833898,2.416847075,2.561643836,6,True,95.04666842,-0.03926907525,4.442740194,1.690629616
4.125% 2029-03-31,2029-03-31,4.125,99.084,99.094,99.296875,1.81454918,101.1114242,4.417,4.417490899,2.359728896,2.561643836,6,True,99.24336247,-0.05351252856,4.439926459,2.243555938
3.875% 2029-04-15,2029-04-15,3.875,98.2,98.21,98.65625,1.545765027,100.202015,4.426,4.426198515,2.407533647,2.602739726,6,True,98.61473742,-0.04151258008,4.443410966,1.721245154
2.875% 2029-04-30,2029-04-30,2.875,96.042,96.052,96.1640625,1.0234375,97.1875,4.427,4.427033066,2.48197934,2.643835616,6,True,96.12114879,-0.04291370764,4.444828355,1.779528917
4.625% 2029-04-30,2029-04-30,4.625,100.15,100.16,100.5,1.646399457,102.1463995,4.42,4.420445788,2.426451126,2.643835616,6,True,100.4466051,-0.05339493028,4.441995771,2.154998346
